WifiAccessPoint_0,WifiAccessPoint_1,WifiAccessPoint_2,WifiAccessPoint_3,WifiAccessPoint_4,WifiAccessPoint_5,WifiAccessPoint_6,WifiAccessPoint_7,WifiAccessPoint_8,WifiAccessPoint_9,WifiAccessPoint_10,WifiAccessPoint_11,WifiAccessPoint_12,WifiAccessPoint_13,WifiAccessPoint_14,WifiAccessPoint_15,WifiAccessPoint_16,WifiAccessPoint_17,WifiAccessPoint_18,WifiAccessPoint_19,WifiAccessPoint_20,WifiAccessPoint_21,WifiAccessPoint_22,WifiAccessPoint_23,WifiAccessPoint_24,WifiAccessPoint_25,WifiAccessPoint_26,WifiAccessPoint_27,WifiAccessPoint_28,WifiAccessPoint_29,WifiAccessPoint_30,WifiAccessPoint_31,WifiAccessPoint_32,WifiAccessPoint_33,WifiAccessPoint_34,WifiAccessPoint_35,WifiAccessPoint_36,WifiAccessPoint_37,WifiAccessPoint_38,WifiAccessPoint_39,WifiAccessPoint_40,WifiAccessPoint_41,WifiAccessPoint_42,WifiAccessPoint_43,WifiAccessPoint_44,WifiAccessPoint_45,WifiAccessPoint_46,WifiAccessPoint_47,WifiAccessPoint_48,WifiAccessPoint_49,WifiAccessPoint_50,WifiAccessPoint_51,WifiAccessPoint_52,WifiAccessPoint_53,WifiAccessPoint_54,WifiAccessPoint_55,WifiAccessPoint_56,WifiAccessPoint_57,WifiAccessPoint_58,WifiAccessPoint_59,WifiAccessPoint_60,WifiAccessPoint_61,WifiAccessPoint_62,WifiAccessPoint_63,WifiAccessPoint_64,WifiAccessPoint_65,WifiAccessPoint_66,WifiAccessPoint_67,WifiAccessPoint_68,WifiAccessPoint_69,WifiAccessPoint_70,WifiAccessPoint_71,WifiAccessPoint_72,WifiAccessPoint_73,WifiAccessPoint_74,WifiAccessPoint_75,WifiAccessPoint_76,WifiAccessPoint_77,WifiAccessPoint_78,WifiAccessPoint_79,WifiAccessPoint_80,WifiAccessPoint_81,WifiAccessPoint_82,WifiAccessPoint_83,WifiAccessPoint_84,WifiAccessPoint_85,WifiAccessPoint_86,WifiAccessPoint_87,WifiAccessPoint_88,WifiAccessPoint_89,WifiAccessPoint_90,x,y
-129,null,-73,-69,null,-86,-77,-82,-83,null,null,null,null,-72,-65,-48,-57,null,-81,-91,null,null,null,null,-69,-71,null,-77,null,null,-74,null,-73,null,null,null,null,-92,null,null,null,null,null,null,null,null,null,null,null,-85,null,null,null,-79,null,null,null,null,null,null,null,-88,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.878300893,0.501696272
-125,null,-86,null,null,null,null,null,null,-72,null,-83,null,-69,-68,-68,-78,null,-68,-82,null,null,null,null,-86,-93,null,-71,null,-90,-76,-66,-74,null,null,null,-65,-95,-77,null,null,null,null,-82,-78,-75,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.109608191,0.367581765
-126,-66,-71,-71,null,null,null,null,null,-76,null,null,null,-68,-55,-59,-52,null,-61,null,null,null,null,null,null,null,null,null,null,null,-45,-54,-69,null,null,null,-67,-85,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.599962492,0.341185641
-124,-73,-64,-60,null,null,null,null,null,-76,null,null,null,-75,-60,-69,-61,null,-68,null,null,null,null,null,null,null,null,null,null,null,-64,-52,-58,null,null,null,-65,-78,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.607426116,0.341276992
-124,null,-66,null,null,null,null,null,null,null,null,null,null,-72,-53,-57,-58,null,-76,null,null,null,null,null,null,null,null,-55,null,null,-60,-54,-76,null,null,-72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.575513959,0.336558657
-121,null,-69,-81,null,null,null,null,null,null,null,null,null,null,-90,-71,-67,null,null,null,null,null,null,null,null,null,null,null,null,null,-78,-68,-56,null,null,null,-60,null,null,-74,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.615519397,0.208865864
-121,-46,-65,-55,-47,-64,-63,-55,-68,-39,-69,-65,-60,-68,-61,null,-68,null,-70,-84,-68,-64,-69,-65,-92,-88,null,-70,null,-77,-87,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-89,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.610658036,0.799343303
-129,-60,-57,-67,-65,-59,-67,-66,-73,-66,-63,-73,-56,null,null,null,-65,null,null,null,-58,-79,-59,-79,null,null,-78,null,-73,null,null,-78,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.684882657,0.965129253
-131,-87,-69,null,null,null,null,null,null,-64,null,null,null,-60,-54,-61,-51,null,null,null,null,null,null,null,null,null,null,-69,null,null,-46,-53,null,null,null,-70,null,null,-75,-85,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.510173336,0.33979679
-125,-62,-78,-65,-72,-90,-80,-65,-72,-63,null,-85,-78,-64,-63,-83,-63,null,-55,-64,null,-93,null,-82,-70,-65,null,null,null,-65,null,null,-76,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-86,-84,-80,null,null,null,null,null,-93,null,null,null,null,null,null,null,null,null,null,-84,null,null,null,-94,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.411463504,0.614554035
-134,-53,-46,-55,-50,-72,null,-54,-61,-57,-70,-58,-65,null,-79,-66,-60,-52,-69,null,null,null,null,-67,null,null,null,null,null,null,null,null,-76,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.679319326,0.811408034
-129,-56,-84,null,-58,-42,-71,null,-67,-80,-51,-53,-56,null,-84,null,-70,-52,null,null,-53,-79,-56,-62,null,null,-81,null,-81,null,null,-87,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.691691542,0.858783063
-125,null,-73,null,null,-92,null,-69,null,-77,null,null,null,-75,-75,-69,-67,null,-83,null,null,null,null,null,null,null,null,null,null,null,-48,-63,-50,null,null,-79,-48,-83,null,null,-71,null,null,null,-71,null,-77,null,null,-87,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.560710415,0.09568506
-129,null,null,null,null,null,null,null,null,null,null,null,null,-87,-82,null,-87,null,null,null,null,null,null,null,null,null,null,-81,null,null,-84,-83,-43,null,null,null,-52,null,-96,null,null,null,null,null,-79,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.36831819,0.111025056
-133,-86,-80,null,null,null,-91,-65,null,-67,null,-77,-76,-48,-59,null,-77,null,-46,-84,null,-93,null,null,-67,-77,null,-63,null,-89,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-82,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.346061099,0.518514814
-129,null,-92,null,null,null,null,null,null,-74,null,-81,null,-68,-69,null,-80,null,-78,null,null,null,null,null,null,null,null,null,null,null,-70,-56,-56,null,null,null,-40,null,-77,-89,null,null,null,null,-75,null,-75,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.084695888,0.206613673
-125,-63,-69,-77,null,null,-76,null,-68,-82,null,null,null,-70,-65,-56,-58,null,-71,null,null,null,-90,null,null,null,null,-57,null,null,-40,-47,-74,null,null,-72,-67,-64,null,-84,null,null,null,-83,-81,null,null,null,null,-88,null,null,null,-94,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.587354129,0.333151946
-129,-80,-83,null,null,null,null,null,null,null,null,null,null,-78,-84,-73,-76,null,null,null,null,null,null,null,null,null,null,null,null,null,-63,-70,-61,null,null,null,-69,null,null,-81,null,null,null,null,-93,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.867588444,0.044806586
-125,-62,-73,-74,-65,-49,-86,-74,-74,-60,-53,-66,-68,null,null,-72,-71,null,null,null,-69,-75,-54,-59,null,null,null,null,-75,null,null,-80,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.688772933,0.955217025
-118,-63,-64,-62,-69,-36,-77,-77,-79,-67,-58,-63,-64,null,null,null,-74,null,null,null,-53,-80,-53,-69,null,null,-68,null,-74,null,-80,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.691659806,0.95805605
-119,-66,-63,-64,-68,-70,-65,-48,-78,-44,-66,-35,null,-55,-71,-79,-72,null,null,-73,-75,-68,-84,-61,-84,null,-87,-70,null,-74,-84,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-82,null,null,null,null,-86,-78,null,null,null,null,null,null,null,null,null,null,null,null,0.354323998,0.766831628
-120,-51,-50,-48,-52,-58,-46,-67,-53,-56,-79,-62,null,-55,null,-48,-43,null,-62,null,null,null,-75,-76,null,null,null,null,null,-77,null,-68,-72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.673725956,0.718048571
-131,-68,-51,-40,-75,-83,-63,-55,-66,-59,-79,null,-72,-60,-64,-63,-65,null,-52,-71,null,-90,-87,null,-65,-75,null,-56,null,-72,-80,-69,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-81,null,-84,-83,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.578881878,0.593308531
-121,-63,-68,-75,-68,-54,-76,-65,-82,-67,-45,-54,-57,-84,null,-84,-84,null,null,null,-73,-77,-74,-79,null,null,-85,null,null,null,-79,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.553883751,0.894435471
-129,-60,-64,-73,-63,-38,-78,-76,-82,-74,-48,-63,-70,-80,-92,-71,-56,null,-89,-80,-65,-82,-66,-76,null,null,-83,null,null,-83,-77,-76,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-81,null,null,null,-82,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.532293513,0.930298776
-133,-97,-91,-80,null,null,-95,-77,-90,-78,null,-78,null,-58,-52,null,-79,null,-73,-87,null,null,null,null,-74,-83,null,null,null,null,-90,null,-82,null,null,null,-82,null,-91,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.27595843,0.440266218
-127,-61,-56,-74,null,-64,-72,-40,-83,-37,-73,-56,-60,-48,-71,null,-63,null,null,-66,null,-70,null,-61,-80,-90,null,null,null,-68,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-85,null,null,null,-94,null,null,null,null,null,null,null,null,null,null,null,-80,null,null,null,null,null,null,null,null,-78,-88,null,null,null,null,null,null,null,null,null,null,0.219853011,0.712614755
-127,null,-86,-87,null,null,null,null,null,-77,null,-83,null,-85,-72,-75,-68,null,-73,null,null,null,null,null,null,null,null,-78,null,null,-64,-70,-48,null,null,null,-47,-80,-81,-84,-97,null,null,null,-76,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.334285169,0.108956091
-130,-71,-68,-64,-71,-85,-76,-59,-67,-71,null,-74,-80,-61,-79,-65,-60,null,-55,-79,null,-92,null,null,-72,-67,null,-78,null,-76,-70,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-83,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.579540392,0.591669668
-136,-76,-80,-76,-73,-64,-85,-89,-85,-78,-61,-51,-40,-77,-77,null,-85,null,-84,-90,-85,-74,-69,-70,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.555474267,0.886235431
-122,-63,-85,null,-52,-50,-75,null,-72,-76,-54,-55,-59,null,-80,null,-56,-53,null,null,-65,-69,-61,-73,null,null,-85,null,-83,null,null,-84,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.687343275,0.89047942
-128,-75,-69,null,null,null,null,-81,null,-74,null,null,null,null,-69,null,-62,null,-74,null,null,null,null,null,null,null,null,null,null,null,-27,-40,-50,null,null,-76,-58,-74,-76,null,null,null,null,null,-75,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.926844189,0.239933243
-120,-44,-59,-56,-45,-51,-69,-73,-65,-63,-56,-62,null,-62,-82,-63,-73,null,-68,-82,-74,-71,-64,-80,null,-74,-90,null,null,-91,-82,-81,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-88,-77,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.884718802,0.775068961
-122,-77,-64,-69,-68,-73,-87,-77,-79,-84,-85,null,null,-78,-61,-63,-65,null,-68,null,-93,null,null,null,-85,-69,null,null,null,null,-69,-68,-85,null,null,null,null,-84,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.696775401,0.425408786
-134,null,-57,-69,-67,-76,-77,-73,-89,-68,-85,null,null,-54,-51,-56,-49,null,null,null,null,null,null,null,-74,-77,null,-54,null,-84,-58,null,-66,null,-84,-76,-67,-83,-86,-79,-69,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-79,-94,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.686284508,0.383206145
-132,-74,-71,null,-74,null,-84,-55,-84,-59,null,-73,null,-63,-56,null,-80,null,-68,-79,null,-81,null,-80,null,-79,null,-76,null,-75,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-89,-88,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-88,null,null,null,null,null,null,null,null,null,null,0.093495554,0.732132578
-128,-89,-81,null,null,null,-84,-83,-76,-73,null,-78,null,-71,-62,null,-61,null,-79,-85,null,null,null,null,-70,null,null,-58,null,null,-68,-78,-89,null,-77,null,null,-83,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-83,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.690063458,0.450438176
-126,-79,-81,-63,-72,-78,-94,-73,-81,-55,-88,-66,null,-61,-39,-61,-68,null,-53,-69,null,-90,null,-78,-63,-68,null,-53,null,-69,-81,-73,-62,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-83,-89,-83,null,null,null,null,-82,-83,null,null,null,-87,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.092166611,0.564262688
-128,-63,-72,null,-57,-45,null,-65,-81,-75,-51,-65,-73,-87,null,-67,-71,null,-82,null,-58,-64,-53,-76,null,null,-75,null,-72,null,-79,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.687381669,0.95384882
-138,-65,-47,-53,-63,-72,-75,-78,-75,-65,-72,-71,-83,-78,-76,-60,-42,null,-74,-73,-82,-86,-86,-81,-74,-78,null,-62,null,-75,-62,-72,-84,null,null,null,-71,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-86,null,-73,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.585059501,0.609809368
-122,-71,-71,-75,null,-80,null,null,null,-67,null,-70,null,-30,-59,-64,-61,null,-35,-73,null,-82,null,-81,-71,-64,null,-50,null,-74,-70,null,-75,null,null,null,null,null,-73,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-88,null,null,-82,-85,null,-74,null,null,null,null,-85,null,null,null,null,null,null,null,null,null,null,-98,null,-89,-89,null,null,null,null,0.2212071,0.476274302
-129,-57,-44,-50,-58,-69,-58,-69,-64,-65,-64,-58,-68,-67,null,null,-65,null,-60,null,null,-79,-78,-81,null,null,null,-70,null,-67,-65,-69,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.676585872,0.748112931
-121,null,null,null,null,null,null,null,null,null,null,null,null,-83,-65,-91,-73,null,-72,null,null,null,null,null,null,null,null,-74,null,null,-77,-76,-62,null,null,null,-66,-88,-77,-79,null,null,null,null,-81,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.397141388,0.306509765
-118,null,-82,null,null,null,null,null,null,null,null,null,null,-71,-62,-69,-66,null,-72,null,null,null,null,null,null,null,null,-77,null,null,-51,-59,-56,null,null,null,-49,null,null,null,null,null,null,null,-78,null,-79,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.913678842,0.047099253
-122,-59,-62,-70,-69,-58,-68,-55,-83,-52,-63,-45,-51,-58,-62,-68,-70,null,-48,-68,-77,-75,-84,-66,-81,-80,null,-58,null,-70,-78,-84,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-79,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-89,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.354183868,0.773643817
-126,-69,-80,-83,-78,-70,null,-48,null,-56,null,-49,-69,-72,-70,null,-77,null,-67,-80,null,-80,null,-89,null,-92,null,-69,null,-94,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.352005847,0.788049487
-124,-64,-63,-67,-65,-55,-70,-70,-76,-66,-55,-54,-67,null,null,null,-77,null,null,null,-51,-72,-60,-65,null,null,-80,null,-75,null,-82,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.692181531,0.958569127
-139,-52,-49,-55,-52,-75,-58,-64,-61,-55,-75,-72,-74,-52,-72,-62,-66,null,-59,-68,-82,-70,-77,-81,-71,-62,null,null,null,-57,-67,-76,null,null,null,null,null,-89,null,null,null,null,null,null,null,null,null,null,null,null,-89,-70,null,-76,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.692298507,0.542721333
-127,-67,-71,-64,-65,-56,-76,-68,-81,-64,-56,-58,-69,null,null,-73,-72,null,null,null,-56,-81,-50,-67,null,null,null,null,-81,null,null,-77,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.687938172,0.954396102
-129,null,-93,-83,-87,-93,-87,-66,-87,-65,null,-75,-76,-58,-74,null,-78,null,-55,-60,null,null,null,null,-84,-80,null,-74,null,-76,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.302826766,0.647327131
-125,-70,-76,-69,-61,-50,-82,-74,-63,-75,-54,-60,-56,null,-82,null,null,-56,null,null,-56,-77,-55,-83,null,null,-85,null,-73,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.680894043,0.939575874
-124,-88,-82,null,-80,null,-80,-58,-87,-60,null,-81,-83,-76,-70,-80,-83,null,-64,-65,null,null,null,null,-67,-71,null,-65,null,-68,null,null,-89,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-74,null,null,null,null,null,null,-87,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.383069801,0.648977542
-128,-78,-80,-87,null,null,null,null,null,-90,null,-82,null,-83,-71,null,-70,null,null,null,null,null,null,null,null,null,null,null,null,null,-60,-70,-59,null,null,null,-62,null,-92,-85,-88,null,null,null,-88,null,null,-94,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.529828885,0.064805561
-131,null,-84,null,null,null,null,null,null,null,null,null,null,-86,-88,null,-89,null,null,null,null,null,null,null,null,null,null,-77,null,null,-69,-67,-62,null,null,null,-62,-97,-95,-85,null,null,null,null,-87,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.677932262,0.076835962
-127,-87,-72,-79,null,-85,null,-67,null,-70,null,-58,-72,-65,-65,-70,-63,null,-66,-86,null,null,null,null,-84,-90,null,-66,null,-79,-70,null,-80,null,null,null,-68,-93,-89,null,null,null,null,null,-90,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.303437611,0.394600774
-120,-84,-89,null,null,null,null,null,null,null,null,-83,null,-78,-80,null,-72,null,null,null,null,null,null,null,null,null,null,-83,null,null,-63,-74,-55,null,null,null,-68,null,null,-82,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.439400967,0.028201338
-130,-77,-49,-68,null,null,-72,null,null,null,null,-82,null,-56,-68,-61,-42,null,-72,null,null,null,null,null,null,-75,null,null,null,null,-47,-39,-65,null,null,-78,null,-63,-84,-77,-78,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.567938138,0.339328419
-130,null,null,null,null,null,null,null,null,null,null,-82,null,-90,-73,null,-84,null,-88,null,null,null,null,null,-79,-78,null,-82,null,null,-80,-68,-69,null,null,null,-57,null,-89,-81,null,null,null,-76,-80,null,-81,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.196988885,0.279085637
-119,null,-73,null,null,null,null,-79,null,-77,null,null,null,-67,-35,-75,-63,null,null,null,null,null,null,null,null,null,null,-60,null,null,-58,-64,-56,null,null,-73,-72,-78,null,null,-74,-85,-87,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.676764497,0.32037079
